,Dataset,Charset,Test,Sp1,Sp2,pvalue
5090,Cognato_2001,ef1a_2ndpos,MPTIS,Mx1,Oer1,-42
5091,Cognato_2001,ef1a_2ndpos,MPTS,Mx1,Ort1,-42
5092,Cognato_2001,ef1a_2ndpos,MPTMS,Mx1,Ort1,-42
5093,Cognato_2001,ef1a_2ndpos,MPTIS,Mx1,Ort1,-42
5094,Cognato_2001,ef1a_2ndpos,MPTS,Mx1,Pito1,-42
5095,Cognato_2001,ef1a_2ndpos,MPTMS,Mx1,Pito1,-42
5096,Cognato_2001,ef1a_2ndpos,MPTIS,Mx1,Pito1,-42
5097,Cognato_2001,ef1a_2ndpos,MPTS,Mx1,Pica1,-42
5098,Cognato_2001,ef1a_2ndpos,MPTMS,Mx1,Pica1,-42
5099,Cognato_2001,ef1a_2ndpos,MPTIS,Mx1,Pica1,-42
5100,Cognato_2001,ef1a_2ndpos,MPTS,Mx1,Pho1,-42
5101,Cognato_2001,ef1a_2ndpos,MPTMS,Mx1,Pho1,0.39162517627108895
5102,Cognato_2001,ef1a_2ndpos,MPTIS,Mx1,Pho1,-42
5103,Cognato_2001,ef1a_2ndpos,MPTS,Mx1,Pk1,-42
5104,Cognato_2001,ef1a_2ndpos,MPTMS,Mx1,Pk1,-42
5105,Cognato_2001,ef1a_2ndpos,MPTIS,Mx1,Pk1,-42
5106,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Pa2,-42
5107,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Pa2,-42
5108,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Pa2,-42
5109,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Pet1,-42
5110,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Pet1,-42
5111,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Pet1,-42
5112,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Pl4,-42
5113,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Pl4,-42
5114,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Pl4,-42
5115,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Pil2,-42
5116,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Pil2,-42
5117,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Pil2,-42
5118,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Pin1,-42
5119,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Pin1,-42
5120,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Pin1,-42
5121,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Pro,-42
5122,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Pro,-42
5123,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Pro,-42
5124,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Sch1,-42
5125,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Sch1,-42
5126,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Sch1,-42
5127,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Sex1,-42
5128,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Sex1,-42
5129,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Sex1,-42
5130,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Sp1,-42
5131,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Sp1,-42
5132,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Sp1,-42
5133,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Ste1,-42
5134,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Ste1,-42
5135,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Ste1,-42
5136,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Tri4,-42
5137,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Tri4,-42
5138,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Tri4,-42
5139,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Ty1,-42
5140,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Ty1,-42
5141,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Ty1,-42
5142,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Wo3,-42
5143,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Wo3,-42
5144,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Wo3,-42
5145,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Oer1,-42
5146,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Oer1,-42
5147,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Oer1,-42
5148,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Ort1,-42
5149,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Ort1,-42
5150,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Ort1,-42
5151,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Pito1,-42
5152,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Pito1,-42
5153,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Pito1,-42
5154,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Pica1,-42
5155,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Pica1,-42
5156,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Pica1,-42
5157,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Pho1,-42
5158,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Pho1,-42
5159,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Pho1,-42
5160,Cognato_2001,ef1a_2ndpos,MPTS,Nob1,Pk1,-42
5161,Cognato_2001,ef1a_2ndpos,MPTMS,Nob1,Pk1,-42
5162,Cognato_2001,ef1a_2ndpos,MPTIS,Nob1,Pk1,-42
5163,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Pet1,-42
5164,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Pet1,-42
5165,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Pet1,-42
5166,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Pl4,-42
5167,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Pl4,-42
5168,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Pl4,-42
5169,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Pil2,-42
5170,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Pil2,-42
5171,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Pil2,-42
5172,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Pin1,-42
5173,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Pin1,-42
5174,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Pin1,-42
5175,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Pro,-42
5176,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Pro,-42
5177,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Pro,-42
5178,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Sch1,-42
5179,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Sch1,-42
5180,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Sch1,-42
5181,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Sex1,-42
5182,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Sex1,-42
5183,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Sex1,-42
5184,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Sp1,-42
5185,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Sp1,-42
5186,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Sp1,-42
5187,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Ste1,-42
5188,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Ste1,-42
5189,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Ste1,-42
5190,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Tri4,-42
5191,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Tri4,-42
5192,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Tri4,-42
5193,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Ty1,-42
5194,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Ty1,-42
5195,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Ty1,-42
5196,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Wo3,-42
5197,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Wo3,-42
5198,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Wo3,-42
5199,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Oer1,-42
5200,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Oer1,-42
5201,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Oer1,-42
5202,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Ort1,-42
5203,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Ort1,-42
5204,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Ort1,-42
5205,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Pito1,-42
5206,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Pito1,0.17179714429673354
5207,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Pito1,-42
5208,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Pica1,-42
5209,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Pica1,-42
5210,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Pica1,-42
5211,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Pho1,-42
5212,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Pho1,-42
5213,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Pho1,-42
5214,Cognato_2001,ef1a_2ndpos,MPTS,Pa2,Pk1,-42
5215,Cognato_2001,ef1a_2ndpos,MPTMS,Pa2,Pk1,0.39162517627108895
5216,Cognato_2001,ef1a_2ndpos,MPTIS,Pa2,Pk1,-42
5217,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Pl4,-42
5218,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Pl4,-42
5219,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Pl4,-42
5220,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Pil2,-42
5221,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Pil2,-42
5222,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Pil2,-42
5223,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Pin1,-42
5224,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Pin1,-42
5225,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Pin1,-42
5226,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Pro,-42
5227,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Pro,-42
5228,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Pro,-42
5229,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Sch1,-42
5230,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Sch1,-42
5231,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Sch1,-42
5232,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Sex1,-42
5233,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Sex1,-42
5234,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Sex1,-42
5235,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Sp1,-42
5236,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Sp1,-42
5237,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Sp1,-42
5238,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Ste1,-42
5239,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Ste1,-42
5240,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Ste1,-42
5241,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Tri4,-42
5242,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Tri4,-42
5243,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Tri4,-42
5244,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Ty1,-42
5245,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Ty1,-42
5246,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Ty1,-42
5247,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Wo3,-42
5248,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Wo3,-42
5249,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Wo3,-42
5250,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Oer1,-42
5251,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Oer1,-42
5252,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Oer1,-42
5253,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Ort1,-42
5254,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Ort1,-42
5255,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Ort1,-42
5256,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Pito1,-42
5257,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Pito1,0.34303014613824234
5258,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Pito1,-42
5259,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Pica1,-42
5260,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Pica1,-42
5261,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Pica1,-42
5262,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Pho1,-42
5263,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Pho1,-42
5264,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Pho1,-42
5265,Cognato_2001,ef1a_2ndpos,MPTS,Pet1,Pk1,-42
5266,Cognato_2001,ef1a_2ndpos,MPTMS,Pet1,Pk1,0.29978058859571255
5267,Cognato_2001,ef1a_2ndpos,MPTIS,Pet1,Pk1,-42
5268,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Pil2,-42
5269,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Pil2,-42
5270,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Pil2,-42
5271,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Pin1,-42
5272,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Pin1,-42
5273,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Pin1,-42
5274,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Pro,-42
5275,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Pro,-42
5276,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Pro,-42
5277,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Sch1,-42
5278,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Sch1,-42
5279,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Sch1,-42
5280,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Sex1,-42
5281,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Sex1,-42
5282,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Sex1,-42
5283,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Sp1,-42
5284,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Sp1,-42
5285,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Sp1,-42
5286,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Ste1,-42
5287,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Ste1,-42
5288,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Ste1,-42
5289,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Tri4,-42
5290,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Tri4,-42
5291,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Tri4,-42
5292,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Ty1,-42
5293,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Ty1,0.39162517627108895
5294,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Ty1,-42
5295,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Wo3,-42
5296,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Wo3,-42
5297,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Wo3,-42
5298,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Oer1,-42
5299,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Oer1,-42
5300,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Oer1,-42
5301,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Ort1,-42
5302,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Ort1,-42
5303,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Ort1,-42
5304,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Pito1,-42
5305,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Pito1,0.26146412994911117
5306,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Pito1,-42
5307,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Pica1,-42
5308,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Pica1,-42
5309,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Pica1,-42
5310,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Pho1,-42
5311,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Pho1,-42
5312,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Pho1,-42
5313,Cognato_2001,ef1a_2ndpos,MPTS,Pl4,Pk1,-42
5314,Cognato_2001,ef1a_2ndpos,MPTMS,Pl4,Pk1,-42
5315,Cognato_2001,ef1a_2ndpos,MPTIS,Pl4,Pk1,-42
5316,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Pin1,-42
5317,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Pin1,-42
5318,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Pin1,-42
5319,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Pro,-42
5320,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Pro,-42
5321,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Pro,-42
5322,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Sch1,-42
5323,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Sch1,-42
5324,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Sch1,-42
5325,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Sex1,-42
5326,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Sex1,-42
5327,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Sex1,-42
5328,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Sp1,-42
5329,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Sp1,-42
5330,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Sp1,-42
5331,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Ste1,-42
5332,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Ste1,-42
5333,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Ste1,-42
5334,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Tri4,-42
5335,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Tri4,-42
5336,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Tri4,-42
5337,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Ty1,-42
5338,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Ty1,-42
5339,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Ty1,-42
5340,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Wo3,-42
5341,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Wo3,-42
5342,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Wo3,-42
5343,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Oer1,-42
5344,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Oer1,-42
5345,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Oer1,-42
5346,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Ort1,-42
5347,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Ort1,-42
5348,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Ort1,-42
5349,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Pito1,-42
5350,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Pito1,0.34303014613824234
5351,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Pito1,-42
5352,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Pica1,-42
5353,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Pica1,-42
5354,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Pica1,-42
5355,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Pho1,-42
5356,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Pho1,-42
5357,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Pho1,-42
5358,Cognato_2001,ef1a_2ndpos,MPTS,Pil2,Pk1,-42
5359,Cognato_2001,ef1a_2ndpos,MPTMS,Pil2,Pk1,0.29978058859571255
5360,Cognato_2001,ef1a_2ndpos,MPTIS,Pil2,Pk1,-42
5361,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Pro,-42
5362,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Pro,-42
5363,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Pro,-42
5364,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Sch1,-42
5365,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Sch1,-42
5366,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Sch1,-42
5367,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Sex1,-42
5368,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Sex1,-42
5369,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Sex1,-42
5370,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Sp1,-42
5371,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Sp1,-42
5372,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Sp1,-42
5373,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Ste1,-42
5374,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Ste1,-42
5375,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Ste1,-42
5376,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Tri4,-42
5377,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Tri4,-42
5378,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Tri4,-42
5379,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Ty1,-42
5380,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Ty1,0.39162517627108895
5381,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Ty1,-42
5382,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Wo3,-42
5383,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Wo3,-42
5384,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Wo3,-42
5385,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Oer1,-42
5386,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Oer1,0.26146412994911117
5387,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Oer1,-42
5388,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Ort1,-42
5389,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Ort1,-42
5390,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Ort1,-42
5391,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Pito1,-42
5392,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Pito1,0.4936346227117282
5393,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Pito1,-42
5394,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Pica1,-42
5395,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Pica1,-42
5396,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Pica1,-42
5397,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Pho1,-42
5398,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Pho1,0.20354208167936527
5399,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Pho1,-42
5400,Cognato_2001,ef1a_2ndpos,MPTS,Pin1,Pk1,-42
5401,Cognato_2001,ef1a_2ndpos,MPTMS,Pin1,Pk1,0.5724067044708798
5402,Cognato_2001,ef1a_2ndpos,MPTIS,Pin1,Pk1,-42
5403,Cognato_2001,ef1a_2ndpos,MPTS,Pro,Sch1,-42
5404,Cognato_2001,ef1a_2ndpos,MPTMS,Pro,Sch1,-42
5405,Cognato_2001,ef1a_2ndpos,MPTIS,Pro,Sch1,-42
5406,Cognato_2001,ef1a_2ndpos,MPTS,Pro,Sex1,-42
5407,Cognato_2001,ef1a_2ndpos,MPTMS,Pro,Sex1,-42
5408,Cognato_2001,ef1a_2ndpos,MPTIS,Pro,Sex1,-42
5409,Cognato_2001,ef1a_2ndpos,MPTS,Pro,Sp1,-42
5410,Cognato_2001,ef1a_2ndpos,MPTMS,Pro,Sp1,-42
5411,Cognato_2001,ef1a_2ndpos,MPTIS,Pro,Sp1,-42
5412,Cognato_2001,ef1a_2ndpos,MPTS,Pro,Ste1,-42
5413,Cognato_2001,ef1a_2ndpos,MPTMS,Pro,Ste1,-42
5414,Cognato_2001,ef1a_2ndpos,MPTIS,Pro,Ste1,-42
5415,Cognato_2001,ef1a_2ndpos,MPTS,Pro,Tri4,-42
5416,Cognato_2001,ef1a_2ndpos,MPTMS,Pro,Tri4,-42
5417,Cognato_2001,ef1a_2ndpos,MPTIS,Pro,Tri4,-42
5418,Cognato_2001,ef1a_2ndpos,MPTS,Pro,Ty1,-42
5419,Cognato_2001,ef1a_2ndpos,MPTMS,Pro,Ty1,-42
5420,Cognato_2001,ef1a_2ndpos,MPTIS,Pro,Ty1,-42
5421,Cognato_2001,ef1a_2ndpos,MPTS,Pro,Wo3,-42
5422,Cognato_2001,ef1a_2ndpos,MPTMS,Pro,Wo3,-42
5423,Cognato_2001,ef1a_2ndpos,MPTIS,Pro,Wo3,-42
5424,Cognato_2001,ef1a_2ndpos,MPTS,Pro,Oer1,-42
5425,Cognato_2001,ef1a_2ndpos,MPTMS,Pro,Oer1,-42
5426,Cognato_2001,ef1a_2ndpos,MPTIS,Pro,Oer1,-42
5427,Cognato_2001,ef1a_2ndpos,MPTS,Pro,Ort1,-42
5428,Cognato_2001,ef1a_2ndpos,MPTMS,Pro,Ort1,-42
5429,Cognato_2001,ef1a_2ndpos,MPTIS,Pro,Ort1,-42
5430,Cognato_2001,ef1a_2ndpos,MPTS,Pro,Pito1,-42
5431,Cognato_2001,ef1a_2ndpos,MPTMS,Pro,Pito1,0.17179714429673354
