,Dataset,Charset,Test,Sp1,Sp2,pvalue
22635,Cognato_2001,mitochondrial_genome,MPTS,Ty1,Pho1,0.2759966846034282
22636,Cognato_2001,mitochondrial_genome,MPTMS,Ty1,Pho1,0.3840846528737474
22637,Cognato_2001,mitochondrial_genome,MPTIS,Ty1,Pho1,0.2155537191000103
22638,Cognato_2001,mitochondrial_genome,MPTS,Ty1,Pk1,0.20808092085498964
22639,Cognato_2001,mitochondrial_genome,MPTMS,Ty1,Pk1,0.05593979730936893
22640,Cognato_2001,mitochondrial_genome,MPTIS,Ty1,Pk1,0.8329291619951649
22641,Cognato_2001,mitochondrial_genome,MPTS,Wo3,Oer1,0.8057738675738556
22642,Cognato_2001,mitochondrial_genome,MPTMS,Wo3,Oer1,0.4514957145546168
22643,Cognato_2001,mitochondrial_genome,MPTIS,Wo3,Oer1,0.9422874177634997
22644,Cognato_2001,mitochondrial_genome,MPTS,Wo3,Ort1,0.5082666201300432
22645,Cognato_2001,mitochondrial_genome,MPTMS,Wo3,Ort1,0.27001593996135353
22646,Cognato_2001,mitochondrial_genome,MPTIS,Wo3,Ort1,0.7150789495221266
22647,Cognato_2001,mitochondrial_genome,MPTS,Wo3,Pito1,0.1260818145489473
22648,Cognato_2001,mitochondrial_genome,MPTMS,Wo3,Pito1,0.04788801286910149
22649,Cognato_2001,mitochondrial_genome,MPTIS,Wo3,Pito1,0.5610186046972703
22650,Cognato_2001,mitochondrial_genome,MPTS,Wo3,Pica1,0.16654747520297186
22651,Cognato_2001,mitochondrial_genome,MPTMS,Wo3,Pica1,0.14936204574351275
22652,Cognato_2001,mitochondrial_genome,MPTIS,Wo3,Pica1,0.2838541195433064
22653,Cognato_2001,mitochondrial_genome,MPTS,Wo3,Pho1,0.570590223336864
22654,Cognato_2001,mitochondrial_genome,MPTMS,Wo3,Pho1,0.3135909122812036
22655,Cognato_2001,mitochondrial_genome,MPTIS,Wo3,Pho1,0.7440471004732105
22656,Cognato_2001,mitochondrial_genome,MPTS,Wo3,Pk1,0.09304862342410825
22657,Cognato_2001,mitochondrial_genome,MPTMS,Wo3,Pk1,0.0870334172930487
22658,Cognato_2001,mitochondrial_genome,MPTIS,Wo3,Pk1,0.23231571416481478
22659,Cognato_2001,mitochondrial_genome,MPTS,Oer1,Ort1,0.016088514679711174
22660,Cognato_2001,mitochondrial_genome,MPTMS,Oer1,Ort1,0.002780034834584
22661,Cognato_2001,mitochondrial_genome,MPTIS,Oer1,Ort1,0.681564057660402
22662,Cognato_2001,mitochondrial_genome,MPTS,Oer1,Pito1,0.8843844606259612
22663,Cognato_2001,mitochondrial_genome,MPTMS,Oer1,Pito1,0.6019453567923831
22664,Cognato_2001,mitochondrial_genome,MPTIS,Oer1,Pito1,0.9201225478339385
22665,Cognato_2001,mitochondrial_genome,MPTS,Oer1,Pica1,0.07361367599797874
22666,Cognato_2001,mitochondrial_genome,MPTMS,Oer1,Pica1,0.06874504532684744
22667,Cognato_2001,mitochondrial_genome,MPTIS,Oer1,Pica1,0.21977423318968436
22668,Cognato_2001,mitochondrial_genome,MPTS,Oer1,Pho1,0.562868717377417
22669,Cognato_2001,mitochondrial_genome,MPTMS,Oer1,Pho1,0.5908271722605418
22670,Cognato_2001,mitochondrial_genome,MPTIS,Oer1,Pho1,0.40092612538494254
22671,Cognato_2001,mitochondrial_genome,MPTS,Oer1,Pk1,0.11811472501874198
22672,Cognato_2001,mitochondrial_genome,MPTMS,Oer1,Pk1,0.03447670091738819
22673,Cognato_2001,mitochondrial_genome,MPTIS,Oer1,Pk1,0.6779561708873064
22674,Cognato_2001,mitochondrial_genome,MPTS,Ort1,Pito1,0.0001929364677033529
22675,Cognato_2001,mitochondrial_genome,MPTMS,Ort1,Pito1,2.677880111112696e-05
22676,Cognato_2001,mitochondrial_genome,MPTIS,Ort1,Pito1,0.479242147410184
22677,Cognato_2001,mitochondrial_genome,MPTS,Ort1,Pica1,0.2685805802312915
22678,Cognato_2001,mitochondrial_genome,MPTMS,Ort1,Pica1,0.06011683509703236
22679,Cognato_2001,mitochondrial_genome,MPTIS,Ort1,Pica1,0.9773630996985966
22680,Cognato_2001,mitochondrial_genome,MPTS,Ort1,Pho1,0.08248649410805053
22681,Cognato_2001,mitochondrial_genome,MPTMS,Ort1,Pho1,0.02186203313858137
22682,Cognato_2001,mitochondrial_genome,MPTIS,Ort1,Pho1,0.6698534482170686
22683,Cognato_2001,mitochondrial_genome,MPTS,Ort1,Pk1,0.022517128374163642
22684,Cognato_2001,mitochondrial_genome,MPTMS,Ort1,Pk1,0.011093768756285316
22685,Cognato_2001,mitochondrial_genome,MPTIS,Ort1,Pk1,0.3075606606888053
22686,Cognato_2001,mitochondrial_genome,MPTS,Pito1,Pica1,0.03992981830444642
22687,Cognato_2001,mitochondrial_genome,MPTMS,Pito1,Pica1,0.009800019107123581
22688,Cognato_2001,mitochondrial_genome,MPTIS,Pito1,Pica1,0.6118967696481563
22689,Cognato_2001,mitochondrial_genome,MPTS,Pito1,Pho1,0.62003027944926
22690,Cognato_2001,mitochondrial_genome,MPTMS,Pito1,Pho1,0.26593475645090103
22691,Cognato_2001,mitochondrial_genome,MPTIS,Pito1,Pho1,0.9273487935916449
22692,Cognato_2001,mitochondrial_genome,MPTS,Pito1,Pk1,0.0001552592453507584
22693,Cognato_2001,mitochondrial_genome,MPTMS,Pito1,Pk1,0.00815174630423543
22694,Cognato_2001,mitochondrial_genome,MPTIS,Pito1,Pk1,0.001772796854499381
22695,Cognato_2001,mitochondrial_genome,MPTS,Pica1,Pho1,0.5005911726239485
22696,Cognato_2001,mitochondrial_genome,MPTMS,Pica1,Pho1,0.48970704884431104
22697,Cognato_2001,mitochondrial_genome,MPTIS,Pica1,Pho1,0.4037824502034151
22698,Cognato_2001,mitochondrial_genome,MPTS,Pica1,Pk1,0.02326693425797377
22699,Cognato_2001,mitochondrial_genome,MPTMS,Pica1,Pk1,0.1600104515673384
22700,Cognato_2001,mitochondrial_genome,MPTIS,Pica1,Pk1,0.023635232321587818
22701,Cognato_2001,mitochondrial_genome,MPTS,Pho1,Pk1,0.09568183765676708
22702,Cognato_2001,mitochondrial_genome,MPTMS,Pho1,Pk1,0.11031560572862553
22703,Cognato_2001,mitochondrial_genome,MPTIS,Pho1,Pk1,0.1914259952279873
22704,Cognato_2001,nuclear_genome,MPTS,Ac1,Am1,-42
22705,Cognato_2001,nuclear_genome,MPTMS,Ac1,Am1,0.5442772525061814
22706,Cognato_2001,nuclear_genome,MPTIS,Ac1,Am1,-42
22707,Cognato_2001,nuclear_genome,MPTS,Ac1,Av5,-42
22708,Cognato_2001,nuclear_genome,MPTMS,Ac1,Av5,0.9711853139504868
22709,Cognato_2001,nuclear_genome,MPTIS,Ac1,Av5,-42
22710,Cognato_2001,nuclear_genome,MPTS,Ac1,Bon2,0.4291783398721777
22711,Cognato_2001,nuclear_genome,MPTMS,Ac1,Bon2,0.6618772227665239
22712,Cognato_2001,nuclear_genome,MPTIS,Ac1,Bon2,0.22533622968788136
22713,Cognato_2001,nuclear_genome,MPTS,Ac1,Bor2,-42
22714,Cognato_2001,nuclear_genome,MPTMS,Ac1,Bor2,0.8540173361832125
22715,Cognato_2001,nuclear_genome,MPTIS,Ac1,Bor2,-42
22716,Cognato_2001,nuclear_genome,MPTS,Ac1,Cala2,-42
22717,Cognato_2001,nuclear_genome,MPTMS,Ac1,Cala2,0.9086407103531702
22718,Cognato_2001,nuclear_genome,MPTIS,Ac1,Cala2,-42
22719,Cognato_2001,nuclear_genome,MPTS,Ac1,Cali1,-42
22720,Cognato_2001,nuclear_genome,MPTMS,Ac1,Cali1,0.9308093828053636
22721,Cognato_2001,nuclear_genome,MPTIS,Ac1,Cali1,-42
22722,Cognato_2001,nuclear_genome,MPTS,Ac1,Ce3,-42
22723,Cognato_2001,nuclear_genome,MPTMS,Ac1,Ce3,0.7770740836143191
22724,Cognato_2001,nuclear_genome,MPTIS,Ac1,Ce3,-42
22725,Cognato_2001,nuclear_genome,MPTS,Ac1,Co4,-42
22726,Cognato_2001,nuclear_genome,MPTMS,Ac1,Co4,0.5535019121746381
22727,Cognato_2001,nuclear_genome,MPTIS,Ac1,Co4,-42
22728,Cognato_2001,nuclear_genome,MPTS,Ac1,Con3,0.004798356315105057
22729,Cognato_2001,nuclear_genome,MPTMS,Ac1,Con3,0.0012486954381246695
22730,Cognato_2001,nuclear_genome,MPTIS,Ac1,Con3,0.41473286760997596
22731,Cognato_2001,nuclear_genome,MPTS,Ac1,Cr2,-42
22732,Cognato_2001,nuclear_genome,MPTMS,Ac1,Cr2,0.26572997094714146
22733,Cognato_2001,nuclear_genome,MPTIS,Ac1,Cr2,-42
22734,Cognato_2001,nuclear_genome,MPTS,Ac1,Du3,0.6641861205169142
22735,Cognato_2001,nuclear_genome,MPTMS,Ac1,Du3,0.775139848019855
22736,Cognato_2001,nuclear_genome,MPTIS,Ac1,Du3,0.39405311483547967
22737,Cognato_2001,nuclear_genome,MPTS,Ac1,Em1,0.5595699545110593
22738,Cognato_2001,nuclear_genome,MPTMS,Ac1,Em1,0.8457333067206769
22739,Cognato_2001,nuclear_genome,MPTIS,Ac1,Em1,0.2548175169575675
22740,Cognato_2001,nuclear_genome,MPTS,Ac1,Gr2,-42
22741,Cognato_2001,nuclear_genome,MPTMS,Ac1,Gr2,0.7305303711196791
22742,Cognato_2001,nuclear_genome,MPTIS,Ac1,Gr2,-42
22743,Cognato_2001,nuclear_genome,MPTS,Ac1,Ho5,-42
22744,Cognato_2001,nuclear_genome,MPTMS,Ac1,Ho5,0.823046934673718
22745,Cognato_2001,nuclear_genome,MPTIS,Ac1,Ho5,-42
22746,Cognato_2001,nuclear_genome,MPTS,Ac1,Hu2,-42
22747,Cognato_2001,nuclear_genome,MPTMS,Ac1,Hu2,0.9941243682104942
22748,Cognato_2001,nuclear_genome,MPTIS,Ac1,Hu2,-42
22749,Cognato_2001,nuclear_genome,MPTS,Ac1,Int7,-42
22750,Cognato_2001,nuclear_genome,MPTMS,Ac1,Int7,0.6383070302015876
22751,Cognato_2001,nuclear_genome,MPTIS,Ac1,Int7,-42
22752,Cognato_2001,nuclear_genome,MPTS,Ac1,Knu1,0.5004418499614967
22753,Cognato_2001,nuclear_genome,MPTMS,Ac1,Knu1,0.6660493978387345
22754,Cognato_2001,nuclear_genome,MPTIS,Ac1,Knu1,0.28694501186055077
22755,Cognato_2001,nuclear_genome,MPTS,Ac1,Lat3,-42
22756,Cognato_2001,nuclear_genome,MPTMS,Ac1,Lat3,0.6661149950780776
22757,Cognato_2001,nuclear_genome,MPTIS,Ac1,Lat3,-42
22758,Cognato_2001,nuclear_genome,MPTS,Ac1,Le3,-42
22759,Cognato_2001,nuclear_genome,MPTMS,Ac1,Le3,0.6440663045009252
22760,Cognato_2001,nuclear_genome,MPTIS,Ac1,Le3,-42
22761,Cognato_2001,nuclear_genome,MPTS,Ac1,Lo3,-42
22762,Cognato_2001,nuclear_genome,MPTMS,Ac1,Lo3,-42
22763,Cognato_2001,nuclear_genome,MPTIS,Ac1,Lo3,-42
22764,Cognato_2001,nuclear_genome,MPTS,Ac1,Ma1,-42
22765,Cognato_2001,nuclear_genome,MPTMS,Ac1,Ma1,-42
22766,Cognato_2001,nuclear_genome,MPTIS,Ac1,Ma1,-42
22767,Cognato_2001,nuclear_genome,MPTS,Ac1,Mo1,-42
22768,Cognato_2001,nuclear_genome,MPTMS,Ac1,Mo1,0.9795518753841232
22769,Cognato_2001,nuclear_genome,MPTIS,Ac1,Mo1,-42
22770,Cognato_2001,nuclear_genome,MPTS,Ac1,Mx1,0.0017651002248604275
22771,Cognato_2001,nuclear_genome,MPTMS,Ac1,Mx1,0.0004042854746445501
22772,Cognato_2001,nuclear_genome,MPTIS,Ac1,Mx1,0.40478461273484734
22773,Cognato_2001,nuclear_genome,MPTS,Ac1,Nob1,-42
22774,Cognato_2001,nuclear_genome,MPTMS,Ac1,Nob1,-42
22775,Cognato_2001,nuclear_genome,MPTIS,Ac1,Nob1,-42
22776,Cognato_2001,nuclear_genome,MPTS,Ac1,Pa2,-42
22777,Cognato_2001,nuclear_genome,MPTMS,Ac1,Pa2,0.9737428594611444
22778,Cognato_2001,nuclear_genome,MPTIS,Ac1,Pa2,-42
22779,Cognato_2001,nuclear_genome,MPTS,Ac1,Pet1,-42
22780,Cognato_2001,nuclear_genome,MPTMS,Ac1,Pet1,0.9941243682104942
22781,Cognato_2001,nuclear_genome,MPTIS,Ac1,Pet1,-42
22782,Cognato_2001,nuclear_genome,MPTS,Ac1,Pl4,-42
22783,Cognato_2001,nuclear_genome,MPTMS,Ac1,Pl4,0.39162517627108895
22784,Cognato_2001,nuclear_genome,MPTIS,Ac1,Pl4,-42
22785,Cognato_2001,nuclear_genome,MPTS,Ac1,Pil2,-42
22786,Cognato_2001,nuclear_genome,MPTMS,Ac1,Pil2,0.8627886816104033
22787,Cognato_2001,nuclear_genome,MPTIS,Ac1,Pil2,-42
22788,Cognato_2001,nuclear_genome,MPTS,Ac1,Pin1,-42
22789,Cognato_2001,nuclear_genome,MPTMS,Ac1,Pin1,0.5695683764264352
22790,Cognato_2001,nuclear_genome,MPTIS,Ac1,Pin1,-42
22791,Cognato_2001,nuclear_genome,MPTS,Ac1,Pro,-42
22792,Cognato_2001,nuclear_genome,MPTMS,Ac1,Pro,0.7245910724781012
22793,Cognato_2001,nuclear_genome,MPTIS,Ac1,Pro,-42
22794,Cognato_2001,nuclear_genome,MPTS,Ac1,Sch1,-42
22795,Cognato_2001,nuclear_genome,MPTMS,Ac1,Sch1,-42
22796,Cognato_2001,nuclear_genome,MPTIS,Ac1,Sch1,-42
22797,Cognato_2001,nuclear_genome,MPTS,Ac1,Sex1,0.45112248177287184
22798,Cognato_2001,nuclear_genome,MPTMS,Ac1,Sex1,0.260780069072732
22799,Cognato_2001,nuclear_genome,MPTIS,Ac1,Sex1,0.6260485941673644
22800,Cognato_2001,nuclear_genome,MPTS,Ac1,Sp1,-42
22801,Cognato_2001,nuclear_genome,MPTMS,Ac1,Sp1,0.3213215885157279
22802,Cognato_2001,nuclear_genome,MPTIS,Ac1,Sp1,-42
22803,Cognato_2001,nuclear_genome,MPTS,Ac1,Ste1,-42
22804,Cognato_2001,nuclear_genome,MPTMS,Ac1,Ste1,-42
22805,Cognato_2001,nuclear_genome,MPTIS,Ac1,Ste1,-42
22806,Cognato_2001,nuclear_genome,MPTS,Ac1,Tri4,-42
22807,Cognato_2001,nuclear_genome,MPTMS,Ac1,Tri4,0.8613850804045416
22808,Cognato_2001,nuclear_genome,MPTIS,Ac1,Tri4,-42
22809,Cognato_2001,nuclear_genome,MPTS,Ac1,Ty1,-42
22810,Cognato_2001,nuclear_genome,MPTMS,Ac1,Ty1,0.9955832754337002
22811,Cognato_2001,nuclear_genome,MPTIS,Ac1,Ty1,-42
22812,Cognato_2001,nuclear_genome,MPTS,Ac1,Wo3,-42
22813,Cognato_2001,nuclear_genome,MPTMS,Ac1,Wo3,0.8749288892375673
22814,Cognato_2001,nuclear_genome,MPTIS,Ac1,Wo3,-42
22815,Cognato_2001,nuclear_genome,MPTS,Ac1,Oer1,0.487810126962528
22816,Cognato_2001,nuclear_genome,MPTMS,Ac1,Oer1,0.2292639145860612
22817,Cognato_2001,nuclear_genome,MPTIS,Ac1,Oer1,0.7695421181176575
22818,Cognato_2001,nuclear_genome,MPTS,Ac1,Ort1,-42
22819,Cognato_2001,nuclear_genome,MPTMS,Ac1,Ort1,0.5372199543304423
22820,Cognato_2001,nuclear_genome,MPTIS,Ac1,Ort1,-42
22821,Cognato_2001,nuclear_genome,MPTS,Ac1,Pito1,0.9615536626856906
22822,Cognato_2001,nuclear_genome,MPTMS,Ac1,Pito1,0.8848152742175432
22823,Cognato_2001,nuclear_genome,MPTIS,Ac1,Pito1,0.8450994530721154
22824,Cognato_2001,nuclear_genome,MPTS,Ac1,Pica1,-42
22825,Cognato_2001,nuclear_genome,MPTMS,Ac1,Pica1,-42
22826,Cognato_2001,nuclear_genome,MPTIS,Ac1,Pica1,-42
22827,Cognato_2001,nuclear_genome,MPTS,Ac1,Pho1,0.8829562122151908
22828,Cognato_2001,nuclear_genome,MPTMS,Ac1,Pho1,0.7647822198988984
22829,Cognato_2001,nuclear_genome,MPTIS,Ac1,Pho1,0.748966846075639
22830,Cognato_2001,nuclear_genome,MPTS,Ac1,Pk1,0.08545557692299877
22831,Cognato_2001,nuclear_genome,MPTMS,Ac1,Pk1,0.06695560369712139
22832,Cognato_2001,nuclear_genome,MPTIS,Ac1,Pk1,0.26851326933312925
22833,Cognato_2001,nuclear_genome,MPTS,Am1,Av5,-42
22834,Cognato_2001,nuclear_genome,MPTMS,Am1,Av5,0.37531733271897316
22835,Cognato_2001,nuclear_genome,MPTIS,Am1,Av5,-42
22836,Cognato_2001,nuclear_genome,MPTS,Am1,Bon2,0.25422658633430206
22837,Cognato_2001,nuclear_genome,MPTMS,Am1,Bon2,0.1484682052243138
22838,Cognato_2001,nuclear_genome,MPTIS,Am1,Bon2,0.48535318175935216
22839,Cognato_2001,nuclear_genome,MPTS,Am1,Bor2,-42
22840,Cognato_2001,nuclear_genome,MPTMS,Am1,Bor2,0.07063370573744387
22841,Cognato_2001,nuclear_genome,MPTIS,Am1,Bor2,-42
22842,Cognato_2001,nuclear_genome,MPTS,Am1,Cala2,-42
22843,Cognato_2001,nuclear_genome,MPTMS,Am1,Cala2,0.2871272635316193
22844,Cognato_2001,nuclear_genome,MPTIS,Am1,Cala2,-42
22845,Cognato_2001,nuclear_genome,MPTS,Am1,Cali1,-42
22846,Cognato_2001,nuclear_genome,MPTMS,Am1,Cali1,0.33616907927524065
22847,Cognato_2001,nuclear_genome,MPTIS,Am1,Cali1,-42
22848,Cognato_2001,nuclear_genome,MPTS,Am1,Ce3,-42
22849,Cognato_2001,nuclear_genome,MPTMS,Am1,Ce3,0.7525198246411839
22850,Cognato_2001,nuclear_genome,MPTIS,Am1,Ce3,-42
22851,Cognato_2001,nuclear_genome,MPTS,Am1,Co4,0.16621719174123895
22852,Cognato_2001,nuclear_genome,MPTMS,Am1,Co4,0.25615691030822174
22853,Cognato_2001,nuclear_genome,MPTIS,Am1,Co4,0.16576805157096786
22854,Cognato_2001,nuclear_genome,MPTS,Am1,Con3,3.0038064906645623e-0
22855,Cognato_2001,nuclear_genome,MPTMS,Am1,Con3,9.525471552751519e-06
22856,Cognato_2001,nuclear_genome,MPTIS,Am1,Con3,0.2025971465045443
22857,Cognato_2001,nuclear_genome,MPTS,Am1,Cr2,-42
22858,Cognato_2001,nuclear_genome,MPTMS,Am1,Cr2,0.7899469241159037
22859,Cognato_2001,nuclear_genome,MPTIS,Am1,Cr2,-42
22860,Cognato_2001,nuclear_genome,MPTS,Am1,Du3,0.5438131158833295
22861,Cognato_2001,nuclear_genome,MPTMS,Am1,Du3,0.7028236123412943
22862,Cognato_2001,nuclear_genome,MPTIS,Am1,Du3,0.30947355108024366
22863,Cognato_2001,nuclear_genome,MPTS,Am1,Em1,0.40633872087945133
22864,Cognato_2001,nuclear_genome,MPTMS,Am1,Em1,0.5059805563238804
22865,Cognato_2001,nuclear_genome,MPTIS,Am1,Em1,0.2817907650266307
22866,Cognato_2001,nuclear_genome,MPTS,Am1,Gr2,-42
22867,Cognato_2001,nuclear_genome,MPTMS,Am1,Gr2,0.03628829634426567
22868,Cognato_2001,nuclear_genome,MPTIS,Am1,Gr2,-42
22869,Cognato_2001,nuclear_genome,MPTS,Am1,Ho5,0.5184295759360504
22870,Cognato_2001,nuclear_genome,MPTMS,Am1,Ho5,0.8648512340021922
22871,Cognato_2001,nuclear_genome,MPTIS,Am1,Ho5,0.215468313642596
22872,Cognato_2001,nuclear_genome,MPTS,Am1,Hu2,-42
22873,Cognato_2001,nuclear_genome,MPTMS,Am1,Hu2,0.7957941994645221
22874,Cognato_2001,nuclear_genome,MPTIS,Am1,Hu2,-42
22875,Cognato_2001,nuclear_genome,MPTS,Am1,Int7,-42
22876,Cognato_2001,nuclear_genome,MPTMS,Am1,Int7,0.6396176029356593
22877,Cognato_2001,nuclear_genome,MPTIS,Am1,Int7,-42
22878,Cognato_2001,nuclear_genome,MPTS,Am1,Knu1,0.2146853060862819
22879,Cognato_2001,nuclear_genome,MPTMS,Am1,Knu1,0.21069487930914976
22880,Cognato_2001,nuclear_genome,MPTIS,Am1,Knu1,0.28210170621657693
22881,Cognato_2001,nuclear_genome,MPTS,Am1,Lat3,0.612305426611347
22882,Cognato_2001,nuclear_genome,MPTMS,Am1,Lat3,0.6877031686575407
22883,Cognato_2001,nuclear_genome,MPTIS,Am1,Lat3,0.3914291897482748
22884,Cognato_2001,nuclear_genome,MPTS,Am1,Le3,-42
22885,Cognato_2001,nuclear_genome,MPTMS,Am1,Le3,0.15963565103423993
22886,Cognato_2001,nuclear_genome,MPTIS,Am1,Le3,-42
22887,Cognato_2001,nuclear_genome,MPTS,Am1,Lo3,-42
22888,Cognato_2001,nuclear_genome,MPTMS,Am1,Lo3,-42
22889,Cognato_2001,nuclear_genome,MPTIS,Am1,Lo3,-42
22890,Cognato_2001,nuclear_genome,MPTS,Am1,Ma1,-42
22891,Cognato_2001,nuclear_genome,MPTMS,Am1,Ma1,-42
22892,Cognato_2001,nuclear_genome,MPTIS,Am1,Ma1,-42
22893,Cognato_2001,nuclear_genome,MPTS,Am1,Mo1,0.22849685133884667
22894,Cognato_2001,nuclear_genome,MPTMS,Am1,Mo1,0.30829930364905145
22895,Cognato_2001,nuclear_genome,MPTIS,Am1,Mo1,0.20914137615224038
22896,Cognato_2001,nuclear_genome,MPTS,Am1,Mx1,1.2692231440625257e-0
22897,Cognato_2001,nuclear_genome,MPTMS,Am1,Mx1,3.7116518327717785e-0
22898,Cognato_2001,nuclear_genome,MPTIS,Am1,Mx1,0.20238753512453833
22899,Cognato_2001,nuclear_genome,MPTS,Am1,Nob1,-42
22900,Cognato_2001,nuclear_genome,MPTMS,Am1,Nob1,-42
22901,Cognato_2001,nuclear_genome,MPTIS,Am1,Nob1,-42
22902,Cognato_2001,nuclear_genome,MPTS,Am1,Pa2,0.4459631985571808
22903,Cognato_2001,nuclear_genome,MPTMS,Am1,Pa2,0.4124721971761569
22904,Cognato_2001,nuclear_genome,MPTIS,Am1,Pa2,0.40218531653688394
22905,Cognato_2001,nuclear_genome,MPTS,Am1,Pet1,-42
22906,Cognato_2001,nuclear_genome,MPTMS,Am1,Pet1,0.7957941994645221
22907,Cognato_2001,nuclear_genome,MPTIS,Am1,Pet1,-42
22908,Cognato_2001,nuclear_genome,MPTS,Am1,Pl4,-42
22909,Cognato_2001,nuclear_genome,MPTMS,Am1,Pl4,0.3001612862361517
22910,Cognato_2001,nuclear_genome,MPTIS,Am1,Pl4,-42
22911,Cognato_2001,nuclear_genome,MPTS,Am1,Pil2,-42
22912,Cognato_2001,nuclear_genome,MPTMS,Am1,Pil2,0.3759488618380469
22913,Cognato_2001,nuclear_genome,MPTIS,Am1,Pil2,-42
22914,Cognato_2001,nuclear_genome,MPTS,Am1,Pin1,-42
22915,Cognato_2001,nuclear_genome,MPTMS,Am1,Pin1,0.5338267000983501
22916,Cognato_2001,nuclear_genome,MPTIS,Am1,Pin1,-42
22917,Cognato_2001,nuclear_genome,MPTS,Am1,Pro,-42
22918,Cognato_2001,nuclear_genome,MPTMS,Am1,Pro,0.3780230125998325
22919,Cognato_2001,nuclear_genome,MPTIS,Am1,Pro,-42
22920,Cognato_2001,nuclear_genome,MPTS,Am1,Sch1,-42
22921,Cognato_2001,nuclear_genome,MPTMS,Am1,Sch1,-42
22922,Cognato_2001,nuclear_genome,MPTIS,Am1,Sch1,-42
22923,Cognato_2001,nuclear_genome,MPTS,Am1,Sex1,0.16621719174123917
22924,Cognato_2001,nuclear_genome,MPTMS,Am1,Sex1,0.06932100551505382
22925,Cognato_2001,nuclear_genome,MPTIS,Am1,Sex1,0.5618779805964349
22926,Cognato_2001,nuclear_genome,MPTS,Am1,Sp1,-42
22927,Cognato_2001,nuclear_genome,MPTMS,Am1,Sp1,0.2851874869404625
22928,Cognato_2001,nuclear_genome,MPTIS,Am1,Sp1,-42
22929,Cognato_2001,nuclear_genome,MPTS,Am1,Ste1,-42
22930,Cognato_2001,nuclear_genome,MPTMS,Am1,Ste1,-42
22931,Cognato_2001,nuclear_genome,MPTIS,Am1,Ste1,-42
22932,Cognato_2001,nuclear_genome,MPTS,Am1,Tri4,-42
22933,Cognato_2001,nuclear_genome,MPTMS,Am1,Tri4,0.283192465549194
22934,Cognato_2001,nuclear_genome,MPTIS,Am1,Tri4,-42
22935,Cognato_2001,nuclear_genome,MPTS,Am1,Ty1,0.604896932741938
22936,Cognato_2001,nuclear_genome,MPTMS,Am1,Ty1,0.8272760489930117
22937,Cognato_2001,nuclear_genome,MPTIS,Am1,Ty1,0.30293080780787895
22938,Cognato_2001,nuclear_genome,MPTS,Am1,Wo3,-42
22939,Cognato_2001,nuclear_genome,MPTMS,Am1,Wo3,0.5902573424373199
22940,Cognato_2001,nuclear_genome,MPTIS,Am1,Wo3,-42
22941,Cognato_2001,nuclear_genome,MPTS,Am1,Oer1,-42
22942,Cognato_2001,nuclear_genome,MPTMS,Am1,Oer1,0.2624519564127774
22943,Cognato_2001,nuclear_genome,MPTIS,Am1,Oer1,-42
22944,Cognato_2001,nuclear_genome,MPTS,Am1,Ort1,-42
22945,Cognato_2001,nuclear_genome,MPTMS,Am1,Ort1,0.27602971884555116
22946,Cognato_2001,nuclear_genome,MPTIS,Am1,Ort1,-42
22947,Cognato_2001,nuclear_genome,MPTS,Am1,Pito1,0.8625599582160408
22948,Cognato_2001,nuclear_genome,MPTMS,Am1,Pito1,0.678383639817333
22949,Cognato_2001,nuclear_genome,MPTIS,Am1,Pito1,0.792658774911216
22950,Cognato_2001,nuclear_genome,MPTS,Am1,Pica1,-42
22951,Cognato_2001,nuclear_genome,MPTMS,Am1,Pica1,-42
22952,Cognato_2001,nuclear_genome,MPTIS,Am1,Pica1,-42
22953,Cognato_2001,nuclear_genome,MPTS,Am1,Pho1,0.8636407719962824
22954,Cognato_2001,nuclear_genome,MPTMS,Am1,Pho1,0.9307013278006611
22955,Cognato_2001,nuclear_genome,MPTIS,Am1,Pho1,0.5524376894317109
22956,Cognato_2001,nuclear_genome,MPTS,Am1,Pk1,0.025427472365661008
22957,Cognato_2001,nuclear_genome,MPTMS,Am1,Pk1,0.012614258343399465
22958,Cognato_2001,nuclear_genome,MPTIS,Am1,Pk1,0.3126560195889334
22959,Cognato_2001,nuclear_genome,MPTS,Av5,Bon2,0.5018249254980114
22960,Cognato_2001,nuclear_genome,MPTMS,Av5,Bon2,0.6102520809105938
22961,Cognato_2001,nuclear_genome,MPTIS,Av5,Bon2,0.3192398176147596
22962,Cognato_2001,nuclear_genome,MPTS,Av5,Bor2,-42
22963,Cognato_2001,nuclear_genome,MPTMS,Av5,Bor2,0.7143156276188087
22964,Cognato_2001,nuclear_genome,MPTIS,Av5,Bor2,-42
22965,Cognato_2001,nuclear_genome,MPTS,Av5,Cala2,-42
22966,Cognato_2001,nuclear_genome,MPTMS,Av5,Cala2,0.9467285111000628
22967,Cognato_2001,nuclear_genome,MPTIS,Av5,Cala2,-42
22968,Cognato_2001,nuclear_genome,MPTS,Av5,Cali1,-42
22969,Cognato_2001,nuclear_genome,MPTMS,Av5,Cali1,0.949501669031114
22970,Cognato_2001,nuclear_genome,MPTIS,Av5,Cali1,-42
22971,Cognato_2001,nuclear_genome,MPTS,Av5,Ce3,-42
22972,Cognato_2001,nuclear_genome,MPTMS,Av5,Ce3,0.9846717450194384
22973,Cognato_2001,nuclear_genome,MPTIS,Av5,Ce3,-42
